exemplo
"{'banco': 'BANCO ABC BRASIL S.A.', 'codigoBanco': 246, 'agencia': 1, 'linhaDigitavel': '24698.1541 17323.88022 43518.67620 4 00000000080820', 'valor': 808.2, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 71, 'agencia': 56, 'linhaDigitavel': '07197.0160 65501.44255 48702.97444 1 00000000019036', 'valor': 190.36, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23797.8269 97786.50741 79552.59303 5 00000000008204', 'valor': 82.04, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '79294.4121 06140.52458 38310.67927 1 00000000001399', 'valor': 13.99, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23792.1645 18615.77267 08470.77261 2 00000000056090', 'valor': 560.9, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23794.9015 65998.44128 76437.90982 0 00000000047727', 'valor': 476.27, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23799.6360 08753.47278 81776.82833 2 00000000019325', 'valor': 193.25, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 7291, 'linhaDigitavel': '23790.4886 63223.18530 71652.96041 4 00000000002198', 'valor': 21.98, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23791.3025 67787.35227 15865.60397 6 00000000044010', 'valor': 440.1, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23730.6360 84940.94713 86720.81923 4 00000000093398', 'valor': 933.98, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23794.4537 91124.19232 83512.15922 3 00000000068867', 'valor': 688.67, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 740, 'agencia': 56, 'linhaDigitavel': '74098.5545 00393.36416 99423.71135 2 00000000065429', 'valor': 654.3, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23794.7441 18410.97670 42513.26869 6 00000000048010', 'valor': 480.1, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '67490.1190 97075.72918 01335.82183 3 00000000030450', 'valor': 304.5, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23790.9416 62409.50666 86394.60283 4 00000000013046', 'valor': 130.46, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23791.1517 08415.46896 74501.02095 5 00000000080721', 'valor': 806.21, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23790.0071 56982.67018 87140.46009 4 00000000017369', 'valor': 173.69, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 3937, 'linhaDigitavel': '23797.6997 67555.16730 96345.18774 7 00000000026758', 'valor': 267.59, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23792.9016 75902.74992 62490.91948 1 00000000016913', 'valor': 169.13, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23731.4506 16853.73441 34586.56502 6 00000000061426', 'valor': 614.26, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23792.2969 87943.06954 74235.76484 3 00000000092108', 'valor': 921.08, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 110, 'agencia': 56, 'linhaDigitavel': '11090.3586 84061.40789 42801.61609 9 00000000025088', 'valor': 250.88, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23796.1690 02095.59227 73100.50489 1 00000000074877', 'valor': 748.77, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '14196.9972 31929.76927 95226.60284 6 00000000086771', 'valor': 867.71, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23798.6552 86691.60400 19663.30117 7 00000000061989', 'valor': 619.89, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23795.7341 53203.78982 46660.61734 4 00000000022012', 'valor': 219.12, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23791.2772 36896.32734 10544.73477 0 00000000049559', 'valor': 495.59, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 2740, 'linhaDigitavel': '23790.9516 29442.13769 37716.61618 5 00000000058979', 'valor': 589.8, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23790.9134 99585.89313 00828.80838 1 00000000074454', 'valor': 744.54, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23772.3518 57639.32723 23958.74837 4 00000000036879', 'valor': 368.79, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23792.4665 25240.51202 23172.35946 8 00000000031317', 'valor': 313.17, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 167, 'agencia': 56, 'linhaDigitavel': '16799.1064 70154.76464 99480.12780 6 00000000083697', 'valor': 836.97, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23798.1644 84725.58510 40440.33074 6 00000000039906', 'valor': 399.06, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '29197.6899 40096.80894 42472.84492 7 00000000030552', 'valor': 305.53, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23791.1457 05047.44955 10408.34873 4 00000000032935', 'valor': 329.35, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23791.4488 73076.17920 87412.67771 7 00000000051792', 'valor': 516.93, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 56, 'linhaDigitavel': '23798.3837 52054.75475 40741.86553 6 00000000097816', 'valor': 978.16, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 2977, 'linhaDigitavel': '23794.0335 51571.07982 99746.96641 0 00000000027719', 'valor': 277.19, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.6558 66962.16877 06549.99029 5 00000000047908', 'valor': 479.08, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23758.4303 87818.79435 62189.61644 9 00000000042635', 'valor': 426.35, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.0973 39439.86799 13042.75058 4 00000000058838', 'valor': 588.38, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 690, 'agencia': 132, 'linhaDigitavel': '69093.9513 88443.69511 26630.97706 9 00000000018268', 'valor': 182.68, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.4671 93901.75782 39194.20044 3 00000000008095', 'valor': 80.96, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '95496.2230 66807.87479 57958.37542 9 00000000037947', 'valor': 379.47, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.1657 75684.40335 49526.60896 9 00000000046114', 'valor': 461.14, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23791.6930 31019.38552 29162.21271 1 00000000050845', 'valor': 507.45, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23794.7904 02927.74021 23371.63082 1 00000000040417', 'valor': 404.17, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 8107, 'linhaDigitavel': '23795.4566 10487.41652 92740.88312 5 00000000021910', 'valor': 219.1, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23792.2965 64511.72304 18543.25788 6 00000000013462', 'valor': 134.62, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23755.1896 10379.95812 18574.38187 6 00000000019528', 'valor': 195.28, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.6843 23016.45804 61110.31773 3 00000000060615', 'valor': 606.15, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 573, 'agencia': 132, 'linhaDigitavel': '57392.3346 87592.53853 25462.48714 3 00000000048379', 'valor': 483.79, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.9163 13790.56108 62798.33498 3 00000000007170', 'valor': 71.71, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '29491.9017 80772.96025 66074.62327 5 00000000085299', 'valor': 852.99, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.5653 07483.95354 04624.67934 1 00000000071581', 'valor': 715.81, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.0278 88688.91967 27697.03649 1 00000000014141', 'valor': 140.41, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.9301 47125.30725 89290.42450 7 00000000030167', 'valor': 301.67, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 9660, 'linhaDigitavel': '23796.8151 36968.96593 58708.00222 0 00000000051488', 'valor': 514.88, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.3914 23822.20374 03928.52438 7 00000000096358', 'valor': 963.58, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23770.1054 68602.95945 97109.74126 0 00000000095201', 'valor': 952.01, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.4138 37811.43202 90566.76929 6 00000000054551', 'valor': 545.51, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 609, 'agencia': 132, 'linhaDigitavel': '60994.5769 88825.73707 57813.38645 4 00000000005267', 'valor': 52.67, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23792.7845 97896.02793 68989.58011 3 00000000097065', 'valor': 970.65, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '21099.5424 35788.29673 98144.71898 4 00000000062165', 'valor': 621.65, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.4825 54363.86774 09403.77802 3 00000000006667', 'valor': 66.67, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.5327 71800.81069 63467.86048 9 00000000039225', 'valor': 391.25, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.7327 27579.98495 47909.90784 7 00000000099941', 'valor': 999.41, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 8440, 'linhaDigitavel': '23795.1129 36996.11509 10272.15081 0 00000000002723', 'valor': 27.23, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.1490 07457.32539 20080.33274 2 00000000094270', 'valor': 942.7, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23726.7821 07561.78716 56985.49033 6 00000000006132', 'valor': 61.32, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.8860 85198.36861 95084.43934 8 00000000074353', 'valor': 743.53, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 857, 'agencia': 132, 'linhaDigitavel': '85793.1452 35850.63098 37830.24837 3 00000000053464', 'valor': 534.64, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.7188 36861.78114 50110.23725 1 00000000003884', 'valor': 38.84, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '21291.2526 22216.86460 22245.48506 8 00000000008396', 'valor': 83.96, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.6665 22431.31550 51520.41969 2 00000000019461', 'valor': 194.61, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.4343 76301.32116 83423.71260 8 00000000095787', 'valor': 956.87, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23791.5111 55707.40939 69688.22313 1 00000000046449', 'valor': 464.49, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 5678, 'linhaDigitavel': '23790.7049 05942.91932 12094.74418 1 00000000020869', 'valor': 208.69, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.0583 00492.56641 89106.99150 3 00000000005736', 'valor': 57.36, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23774.9586 68961.14906 05465.70018 7 00000000003456', 'valor': 34.56, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.9446 57023.32505 69011.77955 7 00000000023581', 'valor': 235.81, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 850, 'agencia': 132, 'linhaDigitavel': '85099.5315 17520.34719 94166.98285 9 00000000060516', 'valor': 605.16, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.0740 31308.64866 83670.68026 3 00000000084495', 'valor': 844.95, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '52499.1787 60045.23821 38208.87012 4 00000000026198', 'valor': 261.98, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23794.2014 75796.19123 83477.91756 4 00000000008209', 'valor': 82.09, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.9431 74946.05088 72961.00526 6 00000000001397', 'valor': 12.97, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.9876 16856.10902 90370.55573 3 00000000073368', 'valor': 733.68, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 4663, 'linhaDigitavel': '23793.0354 44381.77560 64218.38166 7 00000000024783', 'valor': 247.83, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23799.9797 09394.96787 88280.45841 3 00000000068955', 'valor': 689.55, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23714.8470 76256.19806 68898.94679 6 00000000064788', 'valor': 647.88, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23794.8989 48624.99297 51400.44870 0 00000000082421', 'valor': 824.21, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 781, 'agencia': 132, 'linhaDigitavel': '78190.8534 32557.58776 11515.53125 3 00000000031000', 'valor': 310.0, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.0047 87867.25082 35729.95883 2 00000000081868', 'valor': 818.68, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '41994.2582 95947.42978 87060.04553 7 00000000074153', 'valor': 741.53, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23791.4755 87996.89999 33091.74863 7 00000000080364', 'valor': 803.64, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23791.9222 88140.11331 13191.14785 4 00000000023697', 'valor': 235.97, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.9805 10515.46573 83426.27684 3 00000000072726', 'valor': 727.26, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 3127, 'linhaDigitavel': '23791.4365 64923.59437 10438.61251 7 00000000035280', 'valor': 352.8, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.6239 77316.76653 84938.77564 8 00000000030935', 'valor': 309.35, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23773.0955 31085.20088 97585.94323 8 00000000018587', 'valor': 185.87, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23794.1117 44809.68691 36001.53636 5 00000000020395', 'valor': 203.95, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 580, 'agencia': 132, 'linhaDigitavel': '58092.0538 61970.81587 46403.11866 4 00000000030843', 'valor': 308.43, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.0195 39958.44653 55944.65803 4 00000000086265', 'valor': 862.65, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '48394.2679 98583.08069 30675.08237 3 00000000013458', 'valor': 134.58, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.1325 65444.91476 66755.72296 8 00000000050954', 'valor': 509.54, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23799.4694 30592.61441 98726.50656 9 00000000077948', 'valor': 778.48, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23796.7521 83079.35219 59265.34144 3 00000000029937', 'valor': 299.37, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 2749, 'linhaDigitavel': '23798.2412 65032.36299 58510.84878 3 00000000086460', 'valor': 864.6, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.9694 23590.79785 18320.53701 6 00000000038624', 'valor': 386.24, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23747.9324 81450.27127 29066.73690 0 00000000027376', 'valor': 273.76, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.2181 01706.08081 65162.60363 8 00000000036661', 'valor': 366.61, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 924, 'agencia': 132, 'linhaDigitavel': '92496.8500 80133.12169 00926.82460 9 00000000056776', 'valor': 567.76, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.1639 50567.05125 13462.56256 1 00000000098872', 'valor': 988.72, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '56895.2721 72695.83450 16035.84608 0 00000000017587', 'valor': 175.87, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.9313 14533.81786 93904.45869 0 00000000030508', 'valor': 305.08, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.9385 34171.01467 16569.80699 3 00000000014650', 'valor': 145.5, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.6748 81307.84427 26068.85643 3 00000000042069', 'valor': 420.69, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 6970, 'linhaDigitavel': '23798.9168 27590.90301 70297.24401 6 00000000062532', 'valor': 625.32, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.6424 49431.75697 87799.10925 1 00000000032913', 'valor': 329.13, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23784.6944 40979.97441 46391.79906 8 00000000098520', 'valor': 985.2, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23791.5646 92139.29829 32151.98611 0 00000000036352', 'valor': 363.52, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 140, 'agencia': 132, 'linhaDigitavel': '14092.2089 31102.83742 90074.40600 2 00000000011034', 'valor': 110.34, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23799.4141 18235.44303 15896.84542 4 00000000029073', 'valor': 290.73, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '21893.7525 11003.85358 26886.73797 8 00000000041667', 'valor': 416.67, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23794.3141 48407.63823 65859.10247 3 00000000030861', 'valor': 308.61, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.3736 25839.78542 85036.57829 7 00000000084094', 'valor': 839.94, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.7834 24734.19443 54365.74176 0 00000000028837', 'valor': 288.37, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 4364, 'linhaDigitavel': '23796.4459 90732.77975 54939.12620 1 00000000076615', 'valor': 766.15, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23792.6274 32648.37515 36029.76680 4 00000000051005', 'valor': 510.05, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23707.7076 81813.97595 89119.10269 7 00000000097845', 'valor': 978.45, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23790.2323 31079.48168 59038.57404 6 00000000002386', 'valor': 23.86, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 881, 'agencia': 132, 'linhaDigitavel': '88190.4452 55807.94567 60722.32537 0 00000000092341', 'valor': 923.41, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23793.4511 41483.25162 91588.22298 1 00000000008708', 'valor': 87.08, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '56493.2083 82697.42968 87952.90977 1 00000000039981', 'valor': 399.81, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23795.6044 70943.60687 35450.12765 1 00000000064452', 'valor': 644.52, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23797.2195 19391.84557 23263.34880 3 00000000025035', 'valor': 249.35, 'label': 0}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 132, 'linhaDigitavel': '23798.8120 48292.00057 25919.35383 2 00000000079232', 'valor': 792.32, 'label': 1}"
"{'banco': 'BANCO BRADESCO S.A.', 'codigoBanco': 237, 'agencia': 4619, 'linhaDigitavel': '23793.0289 42446.84241 36502.51544 8 00000000024849', 'valor': 248.49, 'label': 0}"
